#LAMBDA    g      r        i      z        Y     atm
9775.0 0.00000 0.00000 0.00000 0.74206 0.72158 0.91725
9780.0 0.00000 0.00000 0.00000 0.73289 0.71256 0.90954
9785.0 0.00000 0.00000 0.00000 0.72614 0.70589 0.90478
9790.0 0.00000 0.00000 0.00000 0.72278 0.70252 0.90422
9795.0 0.00000 0.00000 0.00000 0.71700 0.69775 0.90156
9800.0 0.00000 0.00000 0.00000 0.71750 0.69910 0.90682
9805.0 0.00000 0.00000 0.00000 0.71834 0.70078 0.91255
9810.0 0.00000 0.00000 0.00000 0.73034 0.71338 0.93260
9815.0 0.00000 0.00000 0.00000 0.73101 0.71505 0.93843
9820.0 0.00000 0.00000 0.00000 0.72447 0.70966 0.93501
9825.0 0.00000 0.00000 0.00000 0.71648 0.70285 0.92968
9830.0 0.00000 0.00000 0.00000 0.71161 0.69908 0.92835
9835.0 0.00000 0.00000 0.00000 0.71604 0.70396 0.93944
9840.0 0.00000 0.00000 0.00000 0.71719 0.70562 0.94632
9845.0 0.00000 0.00000 0.00000 0.71008 0.69915 0.94233
9850.0 0.00000 0.00000 0.00000 0.70258 0.69229 0.93776
9855.0 0.00000 0.00000 0.00000 0.70179 0.69264 0.94274
9860.0 0.00000 0.00000 0.00000 0.70243 0.69443 0.94972
9865.0 0.00000 0.00000 0.00000 0.69901 0.69220 0.95126
9870.0 0.00000 0.00000 0.00000 0.69299 0.68741 0.94927
9875.0 0.00000 0.00000 0.00000 0.68815 0.68169 0.94766
9880.0 0.00000 0.00000 0.00000 0.68587 0.67851 0.94958
9885.0 0.00000 0.00000 0.00000 0.68406 0.67579 0.95217
9890.0 0.00000 0.00000 0.00000 0.68086 0.67170 0.95285
9895.0 0.00000 0.00000 0.00000 0.67679 0.66681 0.95191
9900.0 0.00000 0.00000 0.00000 0.67254 0.66172 0.95069
9905.0 0.00000 0.00000 0.00000 0.66963 0.65797 0.95137
9910.0 0.00000 0.00000 0.00000 0.66699 0.65447 0.95243
9915.0 0.00000 0.00000 0.00000 0.66229 0.65005 0.95292
9920.0 0.00000 0.00000 0.00000 0.65751 0.64555 0.95332
9925.0 0.00000 0.00000 0.00000 0.65215 0.64047 0.95285
9930.0 0.00000 0.00000 0.00000 0.64646 0.63508 0.95191
9935.0 0.00000 0.00000 0.00000 0.63077 0.63175 0.95279
9940.0 0.00000 0.00000 0.00000 0.61529 0.62867 0.95404
9945.0 0.00000 0.00000 0.00000 0.59928 0.62507 0.95453
9950.0 0.00000 0.00000 0.00000 0.58309 0.62128 0.95474
9955.0 0.00000 0.00000 0.00000 0.55183 0.61643 0.95456
9960.0 0.00000 0.00000 0.00000 0.52074 0.61176 0.95467
9965.0 0.00000 0.00000 0.00000 0.48964 0.60709 0.95478
9970.0 0.00000 0.00000 0.00000 0.45845 0.60230 0.95470
9975.0 0.00000 0.00000 0.00000 0.41696 0.59772 0.95471
9980.0 0.00000 0.00000 0.00000 0.37544 0.59309 0.95463
9985.0 0.00000 0.00000 0.00000 0.33396 0.58851 0.95464
9990.0 0.00000 0.00000 0.00000 0.29245 0.58387 0.95456
9995.0 0.00000 0.00000 0.00000 0.25728 0.57858 0.95429
10000.0 0.00000 0.00000 0.00000 0.22223 0.57352 0.95439
10005.0 0.00000 0.00000 0.00000 0.18727 0.56880 0.95508
10010.0 0.00000 0.00000 0.00000 0.15215 0.56362 0.95499
10015.0 0.00000 0.00000 0.00000 0.13017 0.55734 0.95348
10020.0 0.00000 0.00000 0.00000 0.10825 0.55101 0.95187
10025.0 0.00000 0.00000 0.00000 0.08664 0.54624 0.95293
10030.0 0.00000 0.00000 0.00000 0.06503 0.54179 0.95457
10035.0 0.00000 0.00000 0.00000 0.05532 0.53631 0.95497
10040.0 0.00000 0.00000 0.00000 0.04555 0.53030 0.95441
10045.0 0.00000 0.00000 0.00000 0.03582 0.52466 0.95451
10050.0 0.00000 0.00000 0.00000 0.02610 0.51912 0.95481
10055.0 0.00000 0.00000 0.00000 0.02229 0.51379 0.95473
10060.0 0.00000 0.00000 0.00000 0.01848 0.50865 0.95503
10065.0 0.00000 0.00000 0.00000 0.01467 0.50341 0.95514
10070.0 0.00000 0.00000 0.00000 0.01086 0.49817 0.95525
10075.0 0.00000 0.00000 0.00000 0.00958 0.49226 0.95507
10080.0 0.00000 0.00000 0.00000 0.00830 0.48626 0.95470
10085.0 0.00000 0.00000 0.00000 0.00701 0.48031 0.95443
10090.0 0.00000 0.00000 0.00000 0.00573 0.47404 0.95349
10095.0 0.00000 0.00000 0.00000 0.00512 0.46749 0.95254
10100.0 0.00000 0.00000 0.00000 0.00453 0.46184 0.95342
10105.0 0.00000 0.00000 0.00000 0.00393 0.45645 0.95486
10110.0 0.00000 0.00000 0.00000 0.00333 0.45073 0.95564
10115.0 0.00000 0.00000 0.00000 0.00293 0.44530 0.95546
10120.0 0.00000 0.00000 0.00000 0.00252 0.43973 0.95500
10125.0 0.00000 0.00000 0.00000 0.00212 0.43452 0.95530
10130.0 0.00000 0.00000 0.00000 0.00171 0.42939 0.95579
10135.0 0.00000 0.00000 0.00000 0.00174 0.42367 0.95590
10140.0 0.00000 0.00000 0.00000 0.00177 0.41787 0.95582
10145.0 0.00000 0.00000 0.00000 0.00089 0.41203 0.95564
10150.0 0.00000 0.00000 0.00000 0.00000 0.40632 0.95575
10155.0 0.00000 0.00000 0.00000 0.00000 0.40086 0.95576
10160.0 0.00000 0.00000 0.00000 0.00000 0.39539 0.95577
10165.0 0.00000 0.00000 0.00000 0.00000 0.38997 0.95588
10170.0 0.00000 0.00000 0.00000 0.00000 0.38439 0.95561
10175.0 0.00000 0.00000 0.00000 0.00000 0.37858 0.95581
10180.0 0.00000 0.00000 0.00000 0.00000 0.37288 0.95630
10185.0 0.00000 0.00000 0.00000 0.00000 0.36695 0.95622
10190.0 0.00000 0.00000 0.00000 0.00000 0.36070 0.95528
10195.0 0.00000 0.00000 0.00000 0.00000 0.35507 0.95491
10200.0 0.00000 0.00000 0.00000 0.00000 0.34989 0.95578
10205.0 0.00000 0.00000 0.00000 0.00000 0.34454 0.95618
10210.0 0.00000 0.00000 0.00000 0.00000 0.33907 0.95628
10215.0 0.00000 0.00000 0.00000 0.00000 0.33350 0.95620
10220.0 0.00000 0.00000 0.00000 0.00000 0.32789 0.95602
10225.0 0.00000 0.00000 0.00000 0.00000 0.32235 0.95604
10230.0 0.00000 0.00000 0.00000 0.00000 0.31669 0.95567
10235.0 0.00000 0.00000 0.00000 0.00000 0.31096 0.95511
10240.0 0.00000 0.00000 0.00000 0.00000 0.30530 0.95474
10245.0 0.00000 0.00000 0.00000 0.00000 0.30004 0.95561
10250.0 0.00000 0.00000 0.00000 0.00000 0.29471 0.95629
10255.0 0.00000 0.00000 0.00000 0.00000 0.28954 0.95621
10260.0 0.00000 0.00000 0.00000 0.00000 0.28442 0.95632
10265.0 0.00000 0.00000 0.00000 0.00000 0.27932 0.95652
10270.0 0.00000 0.00000 0.00000 0.00000 0.27412 0.95634
10275.0 0.00000 0.00000 0.00000 0.00000 0.26939 0.95597
10280.0 0.00000 0.00000 0.00000 0.00000 0.26483 0.95618
10285.0 0.00000 0.00000 0.00000 0.00000 0.26027 0.95638
10290.0 0.00000 0.00000 0.00000 0.00000 0.25563 0.95630
10295.0 0.00000 0.00000 0.00000 0.00000 0.25058 0.95660
10300.0 0.00000 0.00000 0.00000 0.00000 0.24551 0.95680
10305.0 0.00000 0.00000 0.00000 0.00000 0.24038 0.95681
10310.0 0.00000 0.00000 0.00000 0.00000 0.23524 0.95673
10315.0 0.00000 0.00000 0.00000 0.00000 0.23019 0.95674
10320.0 0.00000 0.00000 0.00000 0.00000 0.22518 0.95685
10325.0 0.00000 0.00000 0.00000 0.00000 0.22016 0.95696
10330.0 0.00000 0.00000 0.00000 0.00000 0.21511 0.95697
10335.0 0.00000 0.00000 0.00000 0.00000 0.20935 0.95689
10340.0 0.00000 0.00000 0.00000 0.00000 0.20364 0.95700
10345.0 0.00000 0.00000 0.00000 0.00000 0.19790 0.95701
10350.0 0.00000 0.00000 0.00000 0.00000 0.19216 0.95702
10355.0 0.00000 0.00000 0.00000 0.00000 0.18616 0.95704
10360.0 0.00000 0.00000 0.00000 0.00000 0.18015 0.95695
10365.0 0.00000 0.00000 0.00000 0.00000 0.17414 0.95687
10370.0 0.00000 0.00000 0.00000 0.00000 0.16815 0.95688
10375.0 0.00000 0.00000 0.00000 0.00000 0.16471 0.95689
10380.0 0.00000 0.00000 0.00000 0.00000 0.16130 0.95700
10385.0 0.00000 0.00000 0.00000 0.00000 0.15786 0.95702
10390.0 0.00000 0.00000 0.00000 0.00000 0.15441 0.95693
10395.0 0.00000 0.00000 0.00000 0.00000 0.15214 0.95694
10400.0 0.00000 0.00000 0.00000 0.00000 0.14986 0.95696
10405.0 0.00000 0.00000 0.00000 0.00000 0.14759 0.95697
10410.0 0.00000 0.00000 0.00000 0.00000 0.14531 0.95698
10415.0 0.00000 0.00000 0.00000 0.00000 0.14326 0.95699
10420.0 0.00000 0.00000 0.00000 0.00000 0.14120 0.95691
10425.0 0.00000 0.00000 0.00000 0.00000 0.13915 0.95692
10430.0 0.00000 0.00000 0.00000 0.00000 0.13711 0.95693
10435.0 0.00000 0.00000 0.00000 0.00000 0.13502 0.95685
10440.0 0.00000 0.00000 0.00000 0.00000 0.13295 0.95696
10445.0 0.00000 0.00000 0.00000 0.00000 0.13086 0.95688
10450.0 0.00000 0.00000 0.00000 0.00000 0.12877 0.95679
10455.0 0.00000 0.00000 0.00000 0.00000 0.12673 0.95661
10460.0 0.00000 0.00000 0.00000 0.00000 0.12471 0.95653
10465.0 0.00000 0.00000 0.00000 0.00000 0.12268 0.95645
10470.0 0.00000 0.00000 0.00000 0.00000 0.12067 0.95646
10475.0 0.00000 0.00000 0.00000 0.00000 0.11881 0.95647
10480.0 0.00000 0.00000 0.00000 0.00000 0.11695 0.95639
10485.0 0.00000 0.00000 0.00000 0.00000 0.11507 0.95621
10490.0 0.00000 0.00000 0.00000 0.00000 0.11316 0.95584
10495.0 0.00000 0.00000 0.00000 0.00000 0.11104 0.95547
10500.0 0.00000 0.00000 0.00000 0.00000 0.10895 0.95538
10505.0 0.00000 0.00000 0.00000 0.00000 0.10688 0.95549
10510.0 0.00000 0.00000 0.00000 0.00000 0.10479 0.95541
10515.0 0.00000 0.00000 0.00000 0.00000 0.10326 0.95523
10520.0 0.00000 0.00000 0.00000 0.00000 0.10172 0.95495
10525.0 0.00000 0.00000 0.00000 0.00000 0.10018 0.95468
10530.0 0.00000 0.00000 0.00000 0.00000 0.09865 0.95450
10535.0 0.00000 0.00000 0.00000 0.00000 0.09754 0.95432
10540.0 0.00000 0.00000 0.00000 0.00000 0.09642 0.95404
10545.0 0.00000 0.00000 0.00000 0.00000 0.09531 0.95376
10550.0 0.00000 0.00000 0.00000 0.00000 0.09418 0.95339
10555.0 0.00000 0.00000 0.00000 0.00000 0.09342 0.95302
10560.0 0.00000 0.00000 0.00000 0.00000 0.09266 0.95265
10565.0 0.00000 0.00000 0.00000 0.00000 0.09189 0.95218
10570.0 0.00000 0.00000 0.00000 0.00000 0.09113 0.95171
10575.0 0.00000 0.00000 0.00000 0.00000 0.09005 0.95115
10580.0 0.00000 0.00000 0.00000 0.00000 0.08897 0.95068
10585.0 0.00000 0.00000 0.00000 0.00000 0.08789 0.95012
10590.0 0.00000 0.00000 0.00000 0.00000 0.08683 0.94975
10595.0 0.00000 0.00000 0.00000 0.00000 0.08432 0.94928
10600.0 0.00000 0.00000 0.00000 0.00000 0.08183 0.94910
10605.0 0.00000 0.00000 0.00000 0.00000 0.07934 0.94892
10610.0 0.00000 0.00000 0.00000 0.00000 0.07684 0.94855
10615.0 0.00000 0.00000 0.00000 0.00000 0.07184 0.94827
10620.0 0.00000 0.00000 0.00000 0.00000 0.06683 0.94790
10625.0 0.00000 0.00000 0.00000 0.00000 0.06183 0.94753
10630.0 0.00000 0.00000 0.00000 0.00000 0.05684 0.94726
10635.0 0.00000 0.00000 0.00000 0.00000 0.05083 0.94688
10640.0 0.00000 0.00000 0.00000 0.00000 0.04482 0.94641
10645.0 0.00000 0.00000 0.00000 0.00000 0.03883 0.94614
10650.0 0.00000 0.00000 0.00000 0.00000 0.03284 0.94577
10655.0 0.00000 0.00000 0.00000 0.00000 0.02834 0.94568
10660.0 0.00000 0.00000 0.00000 0.00000 0.02386 0.94579
10665.0 0.00000 0.00000 0.00000 0.00000 0.01937 0.94590
10670.0 0.00000 0.00000 0.00000 0.00000 0.01488 0.94601
10675.0 0.00000 0.00000 0.00000 0.00000 0.01260 0.94583
10680.0 0.00000 0.00000 0.00000 0.00000 0.01033 0.94622
10685.0 0.00000 0.00000 0.00000 0.00000 0.00806 0.94748
10690.0 0.00000 0.00000 0.00000 0.00000 0.00579 0.94826
10695.0 0.00000 0.00000 0.00000 0.00000 0.00290 0.94876
10700.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94944
10705.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95060
10710.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95176
10715.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95196
10720.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95179
10725.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95209
10730.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95344
10735.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95450
10740.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95394
10745.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95214
10750.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95291
10755.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95541
10760.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95619
10765.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95592
10770.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95430
10775.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95201
10780.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95346
10785.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95615
10790.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95703
10795.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95646
10800.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95379
10805.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95112
10810.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95247
10815.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95277
10820.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95441
10825.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95634
10830.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95309
10835.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94994
10840.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95263
10845.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95456
10850.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95429
10855.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95017
10860.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94213
10865.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94031
10870.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94848
10875.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95492
10880.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95704
10885.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95504
10890.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95044
10895.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94863
10900.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94720
10905.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94434
10910.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95058
10915.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.95405
10920.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94504
10925.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.93670
10930.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94055
10935.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94862
10940.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94825
10945.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94155
10950.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94204
10955.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94109
10960.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.93688
10965.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94332
10970.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94841
10975.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.94180
10980.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.93711
10985.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.93588
10990.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.92860
10995.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.92189
11000.0 0.00000 0.00000 0.00000 0.00000 0.00000 0.92449
